,tag,content,sn,lang,length,length_encoded_utf8
17,title,DAL 3,18,cnh,5,5
18,para,"A ho paoh mi vialte nunnak nawl, zalong tein umnak le himte le thlaphang lo tein umnak nawl kan ngei dih.",19,cnh,105,105
19,title,DAL 4,20,cnh,5,5
20,para,"A hohmanh sal zuatnak, sal bantukin duh paoh rian fialnak, tuah lo ding a si lai. Minung kha sal bantukin a phungning loin rianfialnak sal cawknak le zuarnak a siloah cu bantuk phunphai a simi riantuannak kha thlauh le kham dih a si lai.",21,cnh,237,237
21,title,DAL 5,22,cnh,5,5
22,para,Mi zei cung hmanhah hremnak puarthaunak minung bantuk siloin zohchuhnak le dantatnak hna kha tuah lo ding a si lai.,23,cnh,115,115
23,title,DAL 6,24,cnh,5,5
24,para,Mi zeihmanh upadi hmai ah minung pakhat a sinak kha theihhngalhpiak ding a si lai.,25,cnh,82,82
25,title,DAL 7,26,cnh,5,5
26,para,"A hohmanh upadi hmai ah an i tluk cio hlei ah upadi runvennak ah thleidannak um lo tein ai tluk cio tein tinco khawh a si. Hi thawng theihternak chung a ummi kongkau duh lo ruangah doh in thleidannak, cu ti thleidannak tuah duh ruangah mi dang va sawmnak timi tuahsernak in runven awk ah ai tluk cio tein tinconak ngeih khawh a si.",27,cnh,331,331
27,title,DAL 8,28,cnh,5,5
28,para,Phunghram upadi asiloah upadi nih mi zeipaoh a pek cio mi thiltikhawhnak kha a dang mi pakhat nih a hrawhhral sual a si ahcun cu hrawhhral ruangah a cangmi harnak le fahnak a huahmi caah a mah umnak ram biacaihnak zung nih pelloin damter than le rulhthanak tuahpiak a si lai.,29,cnh,275,275
29,title,DAL 9,30,cnh,5,5
30,para,"Ahohmanh upadi ning loin tlaihkhihnak, thongthlaknak le ram chungin chuahternak kha an inter lai lo.",31,cnh,100,100
31,title,DAL 10,32,cnh,6,6
32,para,"Thiltikhawhnak le tuanvo pekmi kongkau ah biachahnak tuah tikah siseh, mah sualnak ruangah tazacuai tikah mi zeihmanh zalawngte le duhdanhnak a um lo mi biacaihnak zung i a chuakmi mi zapi hmai ah ai ruangte le aitluk cio tein bia theihpiak le caihpiak a si lai.",33,cnh,262,262
33,title,DAL 11,34,cnh,6,6
34,para,"Mi zapi hmai ah upadi ningin hlathlai tikah sualnak na ngei tiah biacaihnak zung nih fiang tein biachahnak a um hlan tiang tazacuainak a ingtu paoh cu sualnak na ngei lo tiah ruah an si lai. Cu bia an caih tikah sualnak an puhmi caah piang tein a leh, a chim khawhnak caah a herh mi kha an bawmh lai.",35,cnh,300,300
35,para,Mi pakhat kha ram upadi ning le ram kip upadi ningin sualnak a si lomi riantuannak le thiltisualnak ruangah tazacuai ding a si lo. Cu hlei ah biacaihnak zunng nih suaknak phawt a si tik zongah a tuar dingmi dantatnak leng piin sualnak man kha dantat ding a si fawn lai lo.,36,cnh,272,272
36,title,DAL 12,37,cnh,6,6
37,para,"Ahohmanh amah duh tein dai tein umnak, amah a chungkhar, amah a umnak inn, pakhat le pakhat cakuatnak in siseh upadi ning a si lomi ningin amah upatnak le minthatnak a hmuhmi caah hranhram in hnahnawh le tuaitamnak pek ding a si lai lo. Ahohmanh cu bantukin pakhat le pakhat hnahnawhnak le tihmuarnak a um ahcun upadi ningin runvennak pek khawh a si.",38,cnh,350,350
38,title,DAL 13,39,cnh,6,6
39,para,Mi vialte nih mah peng mah ram chungah duh paoh zalong tein thialkamnak le umkalmak nawl an ngei dih.,40,cnh,101,101
40,para,"Mi vialte nih amah a umnak ram in siseh, ka dang ram dang in siseh, chuahtaknak nawl le kirthannak nawl an ngei.",41,cnh,112,112
41,title,DAL 14,42,cnh,6,6
42,para,"Mi vialte nih hremnak le tuarinnak in an luatkhawh nakhnga, ka dang ram dangah dai tein dornak le umnak nawl an ngei dih.",43,cnh,121,121
43,para,"Nainganzi he a pehtlai lomi sualnak ah siseh, UN nih ai tinhmi le cu ai tinhmi he a ralkahmi sualnak caah siseh, a hmanmi thil tuah sualnak ruangah tazacuainak a in ahcun a cunglei kan chimmi mi kip ngeihmi thiltikhawhnak tinvo hna hi hman khawh a si lai lo.",44,cnh,258,258
44,title,DAL 15,45,cnh,6,6
45,para,Mi vialte hna cu ram pakhat i ram chungmi sinak nawl a ngei.,46,cnh,60,60
46,para,Upadi ning lo piin mi pakhat kha ram chungmi na si lo ti khawh a si lo. Ram chung sinak khan thlennak nawl na ngei lo ti khawh zong a si fawn lo.,47,cnh,145,145
47,title,DAL 16,48,cnh,6,6
48,para,"A kum a tling cangmi nu le pa hna kha miphun ruangah siseh, ram pakhat khat i ram chungmi si ruangah siseh, biaknak ruangah siseh, thleidannak um lo tein thitumnak nawl le innchungkhar thar tuah sernak nawl an ngei dih. A cu kan chimmi nu le pa hna nih nu le va in an ni fonhtonh i an i hawikawmhnak an umti lio caan ah siseh, cu innchungkhar sinak kha hrawhthannak in an i thennak ah siseh, i thitumnak he pehtlai in ai khatmi thiltikhawhnak tinvo an ngei ve ve.",49,cnh,463,463
49,para,Cu monu le mopa hna cu an pahnih tein lungthin zalong tein thitumnak tuah duhnak an ngeih lawngah thitumnak tuah khawhnak nawl an ngei cio.,50,cnh,139,139
50,para,Innchungkhar pakhat cu mi bu i a hrampi pakhat a si. Cu innchungkhar cu mi bupi le a cozah nih zohkhenh kilven awk a rian a si.,51,cnh,127,127
51,title,DAL 17,52,cnh,6,6
52,para,"Mi vialte hna cu mi pakhat nih siseh, mi dang a hrawm in siseh, thilri hna kha covo ngeihnak nawl an ngei.",53,cnh,106,106
53,para,Upadi ning lo piin a hohmanh thilri tinvo na ngei kho lo ti khawh a si lo.,54,cnh,74,74
54,title,DAL 18,55,cnh,6,6
55,para,"Mi vialte hna cu zalong tein khuaruah khawhnak, zalong tein mah ruahnak chim khawhnak le zalong tein duhmi paoh biak khawhnak nawl kan ngei dih. Hi mi kip nih kan ngeihmi thiltikhawhnak tinvo ah mah biaknak le zumhnak kha zalong tein thialkam khawhnak lengah mi pakhat lawng siseh, mi dang he fonh in siseh, mi zapi hmai le mi zapi hmai lo ah siseh, mah biaknak le zumhnak kha zalong tein cawnpiakkhawhnak, mah zumhmi kha zalong tein biak khawhnak le thazang zong in tuahser khawhnak nawl zong ai tel chih.",56,cnh,506,506
56,title,DAL 19,57,cnh,6,6
57,para,"Mi vialte hna cu mah duh paohte le zalong tein ruah khawhnak le mah ruahnak kha chimrel khawhnak kan ngei dih. Cu thiltikhawhnak hna cu tuaitamnak um lo tein zalong tein khuaruah khawhnak lengah ram le hmunhma zoh hau loin thawngpang le ruahnak hna kha phun khat khat in zalong tein kawl khawhnak, hmuh khawhnak le phawtzamhnak nawl zong kan ngei.",58,cnh,347,347
58,title,DAL 20,59,cnh,6,6
59,para,Mi zeipaoh nih zalongte le dai tein tonpumhnak nawl le a bu tuahnak nawl kan ngei.,60,cnh,82,82
60,para,Ahohmanh kha bu pakhat khat ah a hramharm lo piin luhter ding a si lai lo.,61,cnh,74,74
61,title,DAL 21,62,cnh,6,6
62,para,"Mi zeihmanh nih mahumnak ram uknak kongkau ah pumpak in siseh, zalong tein thimmi aiawh in siseh, telnak nawl an ngei.",63,cnh,118,118
63,para,Mi zeihmanh nih mah umnak ram a cozah riantuannak ah aitluk airuang cio tein hmuh le telnak nawl an ngei.,64,cnh,105,105
64,para,"Mi zapi duhnak kha ram uknak ah a hrampi a si lai. Mah mi zapi duhnak kha a caan kha nan then lai i a hmanmi thimnak in aiawhtu hna kha nan thim hna lai. Cu thimnak ah mi vialte hna cu aitluk aikhat mi me peknak nawl a ngei hlei ah cu thimnak ah a thli tein me peknak in siseh, a khat mi zalong tein me peknak in siseh, tuah asi lai.",65,cnh,333,333
65,title,DAL 22,66,cnh,6,6
66,para,"Mi zeipaoh mi bu chungtel a si caah chiatthat kongkau ah rungvengtu le hnangamtertu ngeih a herh hlei ah nainganzi zuamnak in siseh, ram kip fonh zuamnak in siseh, ram kip an ni hruainak le uknak phunglam le vawlei tangchuak thilri hna in mipakhat upat awktlak a sinak le a lungthin a ziaza kha zalong tein a than khawhnak caah a herhmi chawva, chiatthat kongkau ah i zawnruahnak le ngeihmi thiltikhawhnak nunphung hna kha hmannak nawl a ngei.",67,cnh,443,443
67,title,DAL 23,68,cnh,6,6
68,para,"Mi vialte nih riantuan khawhnak nawl, mah duhmi pawcawmnak rian hna kha duhpaoh le zalong tein thim khawhnak, mah tuanmi rian ah hmuh ding ningte hmuh khawh lengmang i riantuan a nuam mi rian hmuh khawhnak siseh, riantuan awk a ngei lomi sinak in luat khawhnak caah siseh tuahnak nawl kan ngei.",69,cnh,294,294
69,para,Mi vialte hna nih thleidannak umlo tein ai khatmi rian caah ai khatmi tuan man hmuhnak nawl an ngei.,70,cnh,100,100
70,para,Rian a tuan mi kip nih amah pumpak caah le a innchungkhar caah minung tihzah upat awk kan si ning tein kan eidin khawhnak hnga a zafang ai tlak ai za ding in tuan man hmuhnak nawl a ngei. A herh a si ahcun phun dang zong in midang bawmhnak kha hmuh khawh thannak nawl a ngei.,71,cnh,275,275
71,para,Mi vialte nih mah thathnemnak runvenkhawhnak caah riantuan mi bu tuahnak le bu luh khawhnak nawl zong a ngei.,72,cnh,109,109
72,title,DAL 24,73,cnh,6,6
73,para,Mi vialte nih riantuan man lahkhah he ai tlak ai rem tiah a caan an khiahmi riantuannak in i dinh caan le a zei maw caan ah ai tlak ai rem tiah an khiahmi riantuannak in manh caan ah dinhnak nawl a ngei.,74,cnh,203,203
74,title,DAL 25,75,cnh,6,6
75,para,"Mivialte nih amah pumpak ca le a innchungkhar caah ngandam te le tha tein nun khawhnak caah a herhmi eidin, thilpuan, umnak inn, siai bawmhnak le a herhmi bawmhchanhnak hna kha hmuh khawhnak nawl a ngei. Cu hleiah rian a ngeih lo caan, dam lo caan, kut ke cawlcangh khawh lo caan, nuhmei pahmei si caan, kum khua upat tik caan, mah pumpak in eidin awk kawl khawh lo caan le rawl ei awk kawl khawhnak sullam a um lo tikah, mizei hmanh nih hnangam lungdai tein eidin le um khawhnak nawl kan ngei cio.",76,cnh,498,498
76,para,"Fale nule nih le ngakchia hna nih a hlei ce in zohkhenhnak le bawmhnak kha hmuhnak nawl an ngei. Upadi ding tein ai thi ummi nu le va si hna seh, phun dang in ai thi ummi hna siseh, hrinmi fa le vialte hna cu ai khat mi kilvennak, zohkhenhnak bawmhnak kha hmuhnak nawl an ngei.",77,cnh,277,277
77,title,DAL 26,78,cnh,6,6
78,para,Mi vialte hna nih cacawn khawhnak nawl kan ngei dih. A tlawm bik in tangli le a hram dawmhnak catang hna kai khawhnak cu man pek loin kaiter an si lai. Tangli  tiang cu mi zapi nih cawn hrimhrim ding a si lai. Sehlei cawnnak le pawcawmnak a tha mi cawnnak hna kha mizapi nih cawn khawhnak nawl an ngei lai. Catang sangmi cawnnak zongah an thiamnak cungah zohin aitluk cio tein cacawn khawhnak nawl an ngei cio lai.,79,cnh,414,414
79,para,"Cacawn tikah minung thinlung ziaza thanchonak lawng siloin mi kip nih thiltikhawhnak ngeihmi tinvo le zalong tein um khawhnak a hrampi upat thiamnak zong kha a thancho a karh khawhnak hnga timi tinhnak he cacawnpiak ding a si lai. Cacawnnak cu ram kip, miphun kip le biaknak bu kip hna pakhat le pakhat theihthiamnak, tuarin khawhnak, le hawikhawmhnak kha thazang petu a si lai. Cu hleiah ram chung daihnak a hmun khawhnak hnga UN i a cawlcanghnak le a rian hna zong kha a bawm chantu a si lai.",80,cnh,494,494
80,para,Hringtu nu le pa hna cu an ngeih mi an fa le nih an cawn dingmi fimthiamnak a phunphun hna kha thimpiak awk ah a hmasa bik tinvo ngeitu an si lai.,81,cnh,146,146
81,title,DAL 27,82,cnh,6,6
82,para,"Mi vialte hna nih an nunphung le an phunglam ah zalong tein tuahkhawhnak le telkhawhnak, thil dawh serthiamnak (arts) ah zalong tein zulhkhawh, hman khawhnak le i nuamhhnaih khawhnak, ningcang tein tuaktan mi fimthiamnak le hngalhnak (Science) thanchoternak caah zalong tein tuah khawhnak, tel kahwhnak le cu fimthiamnak i a santlaihnak a thathnemnak zong kha zalong tein hman khawh cionak nawl a um.",83,cnh,400,400
83,para,"Mi vialte hna cu ningcang tein tuaktan mi fimthiamnak le hngalhnak (Science), catial thiamnak le thil dawh serthiamnak (arts) ruangah a chuakmi tihzah upatnak, tangka le thilri thathnemnak hna kha an hmuh khawhnak hnga runvenpiaknak nawl an ngei.",84,cnh,246,246
84,title,DAL 28,85,cnh,6,6
85,para,"Mi vialte hna nih hi thawngthanhnak catlap chungah a telmi le a chimmi mikip nih ngeihmi thiltikhawhnak tinvo le zalong tein um khawhnak hna kha tlamtling tein an hmuh khawhnak hnga pakhat le pakhat i pehtlaihnak, i hawikawmhnak le ram kip pehtlaihnak i a thathnemnak hna kha hmannak nawl an ngei.",86,cnh,297,297
86,title,DAL 29,87,cnh,6,6
87,para,Mah nuncan sining ziaza zalong tein a thanchoter kho tu mibu pakhat thatnak caah mikip nih tuanvo kan ngei cio.,88,cnh,111,111
88,para,"Mah i ngeihmi thil ti khawhnak tinvo le zalonnak hna kha hman tikah mi kip nih an ngeihmi thilti khawhnak tinvo le zalonnak hna kha theihhngalh piak le upat awk caah siseh, Democracy phunglam a hmangmi mibu caah ziaza tha tein an nun khawhnak hlei ah khuaram daihnak le mi vialte thathnemnak a chuah khawhnak hnga le ai ruang tein an tuah khawhnak hnga upadi nih ri a khiahpiak lai.",89,cnh,382,382
89,para,"Cu mi kip ngeihmi thilti khawhnak tinvo le zalonnak hna kha UN ai tinhmi siseh, UN i an phunghram duhnak he siseh, a zei ti sihmanh ah a ralkah in hman khawh a si lai lo.",90,cnh,170,170
90,title,DAL 30,91,cnh,6,6
91,para,"Hi thawngtheihternak ca tlap chung ah aitelmi mi kip nih ngeihmi thilti khawhnak tinvo le zalonnak hna rawhralnak caah ram pakhat ca mi bu pakhat ca le mi pakhat caah tuahnak nawl ka ngei tiah siseh, pumpak in tuahnak nawl ka ngei tiah siseh a sullam lak ding a si lai lo.",92,cnh,272,272
0,title,Ram Tin Tian iium Minung Pakhat ciar ii Covo Thuthan,1,flm,52,52
1,para,"Kum 1984 kum, December thla ni(10)ih tuah mi leilungtlun pumpi pawl awk nak(UNO)civuipi ih sin minung pathat ciar ih covo kha an hnem nget ii, cui an hnem nget ii an than mi cacu khat lam ca mai ah a kim ten a um. Cu tivek in kumkhua hrang ah ataang ding mi thil thupi an than hnuah, hi mi civui pi ih sin UNO sung tel zaten cun cui cathan cu ram mi hmuah hmuah ii theidingah than darhding ah siseh, cuitlun ah ram le ramthen hmuah hmuah ii ram din hmun i zir ih hlei dan neiloding, a bik in tlawng pawl le fim zir nak pawlah cu thuthan cu, than darh ding, hmuh ol nak ah tar ding, siar ding le a umtudaan pawl sim sin vivo dingah an tuah ta a si.",2,flm,647,647
2,title,Thuhmai hruai,3,flm,13,13
3,para,"Mi hmuah hmuah ii miphun sunloih nak thawn mikip ii bangrep ii covo kan neih mipawl kan sunsak awk hi mi hmuah hmuah ii thu neih nak thu neih bangrep nak, daih nak timipawl hi athu pi tawdaap a si ih hrangah siseh, mi nung pakhat ciar ii thil ti thei nak ziang siar lo nak ihsin mikip siat suah duh nak asuah ter ruang ah siseh, zalen tak ih sim thei nak, zalen zet in maiduh mi zum thei nak, tih phan nak, nunhar nak it sin zalen zet ii nun khua sak theinak leilung pi a can thei nak dingah mi phun kip ii atul bik miduh san nak kha simthan zo a si mi tlun ah siseh,",4,flm,567,567
4,para,"Mi hmuah hmuah in daan um mumal lo, nen niam duh nak lungput, hmuh suam zomh taih nak pawl kha ti-ngaih nak dang a um thei lo ii ruangah meithar thawn tan nak, dodal nak um lo in minung pakhat ciar ii thil ti theinak kha hum him atul ruangah siseh,",5,flm,248,248
5,para,"Ram pakhat lepakhat rualremzet ii pawl awk nak cu kan than so pi ding ah kan zuam a tul ruang ah siseh,",6,flm,103,103
6,para,"UNO ah sungrtel ram pawl ii kan covo ciouah siseh, minung sun lawih nak siseh, mipa nunau hlei dan lo ding thu ah siseh, tipawl kha thupi ah neih ding kan hnemnget ih hlei ah minung nuncan khua sak tha sin ii, zalen nak khal um sin, khaisang sinding ah kan tiam kam mi par ah siseh,",7,flm,282,282
7,para,"UNO sungtel ram pawl ii UNO thawn peh zom ii minung pawl zalen nak lam ah siseh, ahrampi in minung pakhat ciar ii covo lam ah siseh, leilung tlun pumpuluk ah upat nak thawn peh zom vivo ding ah kan tiam kamzo a si bang tuk in siseh;",8,flm,232,232
8,para,Cu Hrang Ah,9,flm,11,11
9,para,"Thu rel nak khawmpi ih sin,",10,flm,27,27
10,para,"Ramtintian ii minung covo thuthan nak cu, mikip le pawl kom tintian ah ruat ring ring ii lei lung tlun pumpuluk ah a cui minung kip ii covo, zalen nak pawl hi upat ciou dingah, folh fial nak thawn kan zuam ciouding ti in siseh, UNO sungtel ram pawl le cui ram pawl ii thu nei tupawl ih uk nak sungah ram mi pawl hnen ah cui covo le zalen nak khi kau zet le sung lawi zet ii thlun ciou dingah, ramsung ram leng tiang in zuam ciou ding ah siseh, Ram tintian ii covo, thuthan mikha ram tintian, mikip in bangrep ten tuan ciou dingah hi ti in kan than a si.",11,flm,553,553
11,title,Thu 1,12,flm,5,5
12,para,"Mikip in bangrep ii zalen nak le sunlawih nak thawn, bangrep in covo nei in, asuak mi kan si. Anmah in hleidan thei nak fim nak le nuncan neih thei nak ruah nak nei ii, pakhat le pakhat duh dawt nak, pawl awk nak nei ding asi.",13,flm,226,226
13,title,Thu 2,14,flm,5,5
14,para,"Mikip in minung pakhat ciar ii covo thu than ih an than bangtuk in zalen nak hmuah hmuah kha annei ciou asi. Miphun hmuah hmuah hnen ah siseh, midum mirang hnen ah siseh, nu lepa si nak ah siseh, tong phun ruang ah siseh, biak nak ruangah siseh, ram duh dawt nak a phun phun ah siseh ramle pom dan dang dang ruang ah siseah, suah nak in simaw ? Len le that ruang ah simaw? mi hrinam par ah siseh, hleidan nak um hlah seh.",15,flm,421,421
15,para,"Cui tlun ah minung pakhat ii ramduh dawt nak cu thu then nak lam ah siseh, ram pakhat le pakhat pawlkom nak ah siseh, hleidan nak um hlah seh. Hmun leram pakhat ii zalawngzet ii um thei nak ram, UNO ii kilkhawi nak ram, mai thu in nun khua sak dan a hrek tluk lawng ngah nak ram ti-in hleidan nak um hrim hrim hlah seh.",16,flm,319,319
16,title,Thu 3,17,flm,5,5
17,para,Mikip in kan num nak ciouah zalen nak le humhim nak um hram seh.,18,flm,64,64
18,title,Thu 4,19,flm,5,5
19,para,"Zozo khal sal ah siseh, duh lo cing in nehsawh thuthawn mi sol ding a silo. Minung pawl kha sal vek in hramhram ii fiar nak, minung zuar nak le cuvek thawn a bang mi hmuah hmuah kham ding asi.",20,flm,192,192
20,title,Thu 5,21,flm,5,5
21,para,Zozo khal hmuh suam awk nak le a hlei hluan ii minung man bang lo ko ii tuah siat nak tuah loding le thuthen nak nei lo ding a si.,22,flm,130,130
22,title,Thu 6,23,flm,5,5
23,para,Mikip in nundan thlun ding thu ah minung pakhat sinak diktak cu ziang bang tuk can khal ah co thei nak a neiding a si.,24,flm,118,118
24,title,Thu 7,25,flm,5,5
25,para,"Mi hmuah hmuah in thlunding thu ah an bang rep thluh ih tlun ah, daan ih humhual nak ah hleidan nak um hram hlahseh. Hi mi thuthan mipawl dodal nak ih ruangah siseh, dodal nak thu than sin thu ah siseh, humhual nak cu bangrep ten kan neih theh asi.",26,flm,248,248
26,title,Thu 8,27,flm,5,5
27,para,"Thlun ding dun le dan par ahsiseh, adang adang daan pawlah siseh, mikip hrang in tuah mi kan covo ciou cu a pelh solh ter a sile cuvek pelh solh nak ih ruang aa sun lal nak a nei tu cu ram hum hual nak zung pawl in luat nak ngah ter ding asi.",28,flm,242,242
28,title,Thu 9,29,flm,5,5
29,para,"Zozo khal thlunding daan thawn kalh aw in kaih hrem nak asimaw, thongh inn ih ret nak asi maw, ram ih sin dawi pet nak simaw um hram hlah seh.",30,flm,142,142
30,title,Thu 10,31,flm,6,6
31,para,"Covo miparah le tuanding mi thu ii relcat mipar ah siseh, sual nak pakhat khat ii ruang ah thuthen nak parah siseh, mikip in za len zet in tan mi bul um lo in thu then nak zungah thu suh tik ah bangrep theh haiseh.",32,flm,214,214
32,title,Thu 11,33,flm,6,6
33,para,"Mipi hmai ah asual a si ti mi mawh phurh nak afiang hlan sung poh cu, cui a puh maw mipa hi mitha a si ti ding a si. Athu a sit tik khal aa, an mawh phurh mi thu hla par ah a si lo a si ti-in el thei nak khuan neih ter veding a si.",34,flm,231,231
34,para,"Mipakhat khat cu ram ih tuah mi daan parah siseh, leilung tlun thlun ding daan parah siseh, a sual nak alang fiang hlan lo, cu a si lo le a um lo kar lakah mawh phurh si hlah seh; Cui tlun ah a sual lai ling ah a sual nak ii phu nak in a hnadeuh thuthen nak um hram hlah seh.",35,flm,275,275
35,title,Thu 12,36,flm,6,6
36,para,"Zozo khal amai pumpaak thu in zalawng zet ih umcaan nak ah siseh, mai innsung sang ah siseh, mai inn kiangkap ah siseh, ca kuat awk nak ah siseh,daan um lo vek in mawh phur nak um hram hlah seh.Cui tlunah mai si nak khal aa soisel nak um hram hlah seh. Mikip in cutivek sim siat nak le soisel hmuh suam nak ah siseh , daan in humhim haiseh.",37,flm,340,340
37,title,Thu 13,38,flm,6,6
38,para,Mikip in mai ram sung ah zalen zet in tlawn thei nak le um thei nak kan nei asi.,39,flm,80,80
39,para,"Mikip in mai um nak ramsung ah siseh, ramdang ahsiseh, tlawn theih nak kan neih tlun ah mai ram ah kan tlung sal thei asi.",40,flm,122,122
40,title,Thu 14,41,flm,6,6
41,para,"Mikip in zawmtaih hmuh suam nak ih sin an luat ding ii, ramdang khal aa dai ten umthei nak an nei asi.",42,flm,102,102
42,para,"Ram thu hla thawn a seng lo mi mawh phurh nak ah siseh, UNO ii tumtak mithawn a karh aw mi thu hla siseh, an suar ruang ih mawh phurh mipawl thu hla ah a tlun in covo cu nei hlah hai seh.",43,flm,187,187
43,title,Thu 15,44,flm,6,6
44,para,Mikip in ram pakhat ii ram mi sinak an nei a si.,45,flm,48,48
45,para,Thlunding daan asilo ahcun rammi si nak ii sin an tlan san thei lo. Ram mi pakhat si sal nak covo ih sin hnong awk nak tuar hlah seh.,46,flm,133,133
46,title,Thu 16,47,flm,6,6
47,para,"Kum kim ciami nunau le mipa pawl in mipum sinakah siseh, ram mi si nak ah siseh, biak nak thu ah siseh hlei dan awk nak um lo in thit aw theih nak le innsang din thei nak an nei asi. Cui inn sang an si hnuah siseh, inn sang then awk nak a um tikkhal ah siseh, thitum neih awk nak thu ah, nunau le mipaii covo bangrep ten a ngah a tul asi.",48,flm,338,338
48,para,Mopa le monu an panih an lung kim veve hnu lawng ah an thitaw thei asi.,49,flm,71,71
49,para,Inn saang ti mi hi minung pawl kom nak ah a thu pi bik pakhat asi. Cui inn saang in minung pawlkomnak le acozah(uktu) ii hum hual naknei hai seh.,50,flm,145,145
50,title,Thu 17,51,flm,6,6
51,para,"Mizakip in mai pum pak thu ah siseh midang thawn bur khawm in siseh, thil le ri neih thei nak an nei asi.",52,flm,105,105
52,para,Thlun ding dan asi lo le zozo khal in mai thil le ri kha tan san hlah haiseh.,53,flm,77,77
53,title,Thu 18,54,flm,6,6
54,para,"Mikip in zalen zet in thu ruah thei nak, zalen zet indin mun khual thei nak le zalen zet in biak thei nak kan nei asi. Cui covo pawl par ah maiduh mi biak nak le zum nak ah kan thleng dual do thei nak kan nei ih tlun ah mah bulpaak in siseh, midang thawn akom in siseh, ram mi hmaiah siseh, rammi um lo nak ah siseh mai biak nak le zum nak cu zalen zet in simfiang theih nak, man thei nak, biakkhawm thei nak le biak inn sak thei nak tla kan nei ciou asi.",55,flm,455,455
55,title,Thu 19,56,flm,6,6
56,para,"Mikip in zalen zet in thu ruah thei nak le zalen zet in kanthu ruah mi hi sim phuan thei nak kan nei asi. Cui covo kan neih ii tlun ah, hna hnok nak um lo ten kan thu ruah thei nak cu ramri um lo kan ruah mi thu hla pawl ii ruah daan pom daan pawl cu zir thei nak, co thei nak le simphuan sin thei nak kan nei asi.",57,flm,314,314
57,title,Thu 20,58,flm,6,6
58,para,Mikip in zalen zet le daai zet in ton khawm thei nak le pawl kom thei nak kan nei asi.,59,flm,86,86
59,para,Zozo khal pawlkom pa khat khat ah hramhram in lut ter lo ding asi.,60,flm,66,66
60,title,Thu 21,61,flm,6,6
61,para,"Mikip in mai ram uk awknak ah mai pum pak in siseh, zalen zet ii hril mi palai pa hnen in siseh, tel thei nak a um asi.",62,flm,119,119
62,para,(ii) Mikip in mairam sungah acozah hnatuan nak ah bangrep in covo kan nei asi.,63,flm,78,78
63,para,"Mipi ih duh nak cu ram uk nak thuah a hram pi siseh. Cui mi duh nak ruah nak cu a caan vek in hril awk a um tik ah lang ter ding asi.Hril awk tik khal ah bangrep ten duh mi hril thei nak a um ih tlun ah cu hril awk nak cu thup te me in simaw, cuvek adang zalen zet ii hril thei nak a um a si.",64,flm,292,292
64,title,Thu 22,65,flm,6,6
65,para,"Mikip in minung pawl kom nak ii tel tu pakhat hrangah minung lam humhual nak kan neih ii hlei aa, ramdin nak ah siseh, ram tintian pawlkom nak ah siseh, rampakhat ciar ii phuaih dan leilung sung sumsuak tlun ah siseh, cu mi pawl in si nak le azia te than so thei nak dingah um lo theih lo sum tuah nak, minung pawl kom nak nunphung covo pawl kha hman thei nak an nei asi.",66,flm,371,371
66,title,Thu 23,67,flm,6,6
67,para,"Mikip in hnatuan thei nak, mai duh mi nun nak ah zalen zet in hawl thei nak ah siseh, zarual in nuam zet ii tuan thei nak ding ah siseh, hna tuan nei lo ih um men nak in luat nak ah siseh thuneih nak kan nei asi.",68,flm,212,212
68,para,Mikip in hleidan nak um lo bangrep ih tuan man ngah thei nak kan nei asi.,69,flm,73,73
69,para,Hna tuan tu hmuah hmuah in mah le mai innsang in minung thawn bangh in ei thei in thei dingah mai tuan mipar bangrep ten hlawh man ngah thei nak a um asi. Atul asi le phun dang te-in bomh nak khal ngah bet thei asi.,70,flm,215,215
70,para,Mikip in maingah dingmawi hlawh man ngah thei nak ah hnatuan tu pawlkom nak tuah tahrat in kan tel thei ve a si.,71,flm,112,112
71,title,Thu 24,72,flm,6,6
72,para,Mikip in an ngah ding a mawi hna tuan caan ih leeng ah hlawh hman ii hlei ah hna tuan awl mi cawlh ni te ah cawlh caan leave le caan lawng khal neih theih asi.,73,flm,159,159
73,title,Thu 25,74,flm,6,6
74,para,"Mikip in mah le mai innsang harhdam nak, taksa le thin lung nuam ii umthei nak ding ah vitamin, hnipuan, um nak inn, si le vaai bomh nak le minung ih kantul hai mi pawl hi amawi tawk in kan ngah thei asi. Cui tlunah hnatuan nei lo ih kan umtik ah siseh, kan dam lo lai fang ah siseh, kut ke him lo ih kan um lai fangh a siseh, nuhmei kan si tik ah siseh, tartawt kan si tik khal ah siseh, mai tha zaang in mai khop kan hawl thei nawn lo caan ah siseh, umcan eile in hrangah hnangam zet ih um thei nakkhuan kan nei asi.",75,flm,518,518
75,para,"Fate ih nui kil khawi nak, nauhak pawl hi ahleice ii kil kil khawi nak le bomh nak a ngah thei asi.Daan veek ii thit awk nak in siseh, thudang pakhat khat rungah siseh, asuak mi nauhak poh poh cu bangrepten bomh bawi hum harh nak an nei thei asi.",76,flm,246,246
76,title,Thu 26,77,flm,6,6
77,para,"Mikip in cazir thei nak an nei, Amal bikah phunli tiang le ahrampi fim nak pawl ah paisa lak lo in zirh thei nak a nei. Thil thiam nak le minung nun khuasak fim nak pawl hi zir thei nak kan nei asi. Cui tlun ah phun sang fim nak ngah nak hrangah mai thiam nak ii zir in covo bangrep kan nei asi.",78,flm,295,295
